Title	Year	Length	Rating	Action/Animation/Comedy/Drama/Documentary/Romance
Tannenberg	1932	100	NR	000000
Tano da morire	1997	80	NR	000000
Tanssi yli hautojen	1950	101	NR	000100
Tant qu'il y aura des femmes	1987	86	NR	000000
Tantalizing Fly, The	1919	4	NR	011000
Tante Pose	1940	92	NR	001000
Tante Trude aus Buxtehude	1971	87	NR	001000
Tante Zita	1968	92	NR	000100
Tantei monogatari	1983	111	NR	000001
Tanto tiempo	1992	26	NR	000000
Tanya's Island	1980	90	NR	000000
Tao of Pong, The	2004	22	NR	001000
Tao of Steve, The	2000	81	R	001001
Tap	1989	111	NR	000100
Tap Roots	1948	109	NR	000100
Tapage nocturne	1979	97	NR	000100
Tape	2001	86	R	000100
Tapeheads	1988	93	NR	001000
Tapfere Schneiderlein, Das	1942	73	NR	000000
Tapped Out	2001	95	R	000000
Taps	1981	126	NR	000100
Taqueria, La	2003	82	R	001000
Tar	1997	90	NR	000100
Taralezhite se razhdat bez bodli	1971	84	NR	001000
Tarang	1984	171	NR	000000
Tarantella	1996	100	NR	000100
Tarantola dal ventre nero, La	1971	89	NR	000100
Tarantos, Los	1963	83	NR	000100
Tarantula	1955	80	NR	000000
Tarantulas and Other Conveniences	1999	107	NR	000100
Taras Bulba	1962	124	NR	100101
Tarawa Beachhead	1958	77	NR	000100
Tarde Demais	2000	95	NR	000100
Tarde de toros	1956	75	NR	000100
Tarde de un matrimonio de clase media, La	1995	3	NR	001100
Tarea prohibida, La	1992	80	NR	001100
Tarea, La	1991	85	NR	001100
Tarfaya	2004	97	NR	000000
Target	1995	122	NR	000100
Target	2004	84	R	100000
Target Audience	2002	12	NR	001000
Target Earth	1954	75	NR	000000
Target Shoots First, The	2000	70	NR	001010
Target Tokyo	1945	22	NR	000010
Target Unknown	1951	90	NR	000100
Target Zero	1955	92	NR	000100
Target for Tonight	1941	48	NR	000110
Target of Opportunity	2004	90	R	100100
Target of Seduction	1995	87	R	000100
Target of an Assassin	1976	105	NR	000000
Target: Harry	1969	81	NR	000000
Targets	1968	90	R	000000
Tarheels and Short Skirts	2003	53	NR	000010
Tarifa Traffic: Death in the Straits of Gibraltar	2003	60	NR	000010
Tarik El Hob	2001	70	NR	000100
Taris, roi de l'eau	1931	10	NR	000010
Tarka the Otter	1979	87	NR	000100
Tarnation	2003	88	NR	000010
Tarnished Angel	1938	67	NR	000100
Tarnished Angels, The	1958	91	NR	000100
Tarnished Lady	1931	83	NR	000100
Tarnovskata tzaritza	1981	97	NR	000100
Tarpan	1994	140	NR	000000
Tars and Spars	1946	86	NR	000000
Tars and Stripes	1935	20	NR	001000
Tarsi se saprug za mama	1985	88	NR	000000
Tart	2001	94	R	000100
Tartari, I	1961	83	NR	100100
Tartassati, I	1959	105	NR	001000
Tarts and Flowers	1950	7	NR	010000
Tartuffe, Le	1984	140	NR	001100
Tarva yeghanakner	1975	29	NR	000010
Tarz and Jane and Boy and Cheeta	1976	80	NR	001000
Tarzan	1999	88	NR	010000
Tarzan Escapes	1936	90	NR	100000
Tarzan Finds a Son!	1939	82	NR	100000
Tarzan Goes to India	1962	88	NR	100000
Tarzan Mama-Mia	1989	85	NR	000000
Tarzan Triumphs	1943	76	NR	100000
Tarzan and His Mate	1934	104	NR	100000
Tarzan and the Amazons	1945	76	NR	100000
Tarzan and the Golden Lion	1927	57	NR	100000
Tarzan and the Great River	1967	88	NR	100000
Tarzan and the Green Goddess	1938	72	NR	100000
Tarzan and the Huntress	1947	72	NR	100000
Tarzan and the Jungle Boy	1968	99	NR	100000
Tarzan and the Leopard Woman	1946	72	NR	100000
Tarzan and the Lost City	1998	83	PG	100000
Tarzan and the Lost Safari	1957	80	NR	100000
Tarzan and the Mermaids	1948	68	NR	100000
Tarzan and the She-Devil	1953	75	NR	100000
Tarzan and the Slave Girl	1950	74	NR	100000
Tarzan and the Trappers	1958	70	NR	100000
Tarzan and the Valley of Gold	1966	90	NR	100000
Tarzan of the Apes	1918	55	NR	100000
Tarzan the Ape Man	1932	99	NR	100000
Tarzan the Fearless	1933	85	NR	100000
Tarzan the Magnificent	1960	82	NR	100000
Tarzan's Deadly Silence	1970	88	NR	000000
Tarzan's Desert Mystery	1943	70	NR	100000
Tarzan's Fight for Life	1958	86	NR	100000
Tarzan's Greatest Adventure	1959	88	NR	100000
Tarzan's Hidden Jungle	1955	72	NR	100000
Tarzan's Jungle Rebellion	1967	94	NR	000000
Tarzan's Magic Fountain	1949	73	NR	100000
Tarzan's New York Adventure	1942	71	NR	100000
Tarzan's Peril	1951	78	NR	100000
Tarzan's Revenge	1938	70	NR	100000
Tarzan's Savage Fury	1952	81	NR	100000
Tarzan's Secret Treasure	1941	81	NR	100000
Tarzan's Three Challenges	1963	92	NR	100000
Tarzan, the Ape Man	1959	82	NR	100000
Tarzan, the Ape Man	1981	107	NR	100000
Tarzana, sesso selvaggio	1969	87	NR	000000
Tarzoon, la honte de la jungle	1975	79	NR	011000
Taschenorgan, Das	2000	11	NR	001000
Tashunga	1996	88	R	000000
Tasio	1984	95	NR	000100
Tasjesdief, De	1995	96	NR	000000
Tasogare Seibei	2002	129	NR	100100
Tasogare sakaba	1955	94	NR	000100
Tassels in the Air	1938	17	NR	001000
Tassinaro a New York, Un	1987	115	NR	000000
Taste	2001	22	NR	001100
Taste of Blood, A	1967	117	NR	000000
Taste of Catnip, A	1966	6	NR	011000
Taste of Excitement	1969	99	NR	000000
Taste of Hell, A	1973	90	NR	100100
Taste of Her Flesh, A	1967	73	NR	000100
Taste of Honey, A	1961	100	NR	000100
Taste of Money, A	1983	85	NR	000000
Taste the Blood of Dracula	1970	91	R	000001
Taste the Sweat!	1997	13	NR	001000
Tasty	1999	14	NR	001000
Tasty Bust Reunion, The	2004	52	NR	000010
Tatar Ramazan	1990	95	NR	000101
Tatarin	2001	60	NR	000101
Tatawo	2000	90	NR	000100
Tatie Danielle	1990	112	NR	001000
Tatlo... magkasalo	1998	86	NR	000100
Tattered Dress, The	1957	93	NR	000100
Tattoo	1981	103	NR	000100
Tattoo	2002	108	NR	000100
Tattoo Ari	1982	107	NR	000101
Tattooed Stranger, The	1950	64	NR	000100
Taugenichts	1978	91	NR	001001
Taule, La	2000	90	NR	000000
Taur, il re della forza bruta	1960	89	NR	100000
Taureau	1973	98	NR	000100
Tauro	2002	4	NR	010000
Tause flertall, Det	1977	91	NR	000100
Tausend Augen	1984	85	NR	000000
Tausend Augen des Dr. Mabuse, Die	1960	103	NR	000000
Tauw	1970	24	NR	000000
Tavalod-E Parvaneh	1998	110	NR	000100
Tavaratalo Lapatossu & Vinski	1940	110	NR	001000
Tavern, The	1999	95	NR	000000
Tawipop	2004	150	NR	000000
Tawny Pipit, The	1944	81	NR	001000
Tax Day	1998	76	NR	000000
Taxa K 1640 efterlyses	1956	96	NR	000100
Taxandria	1996	90	NR	010000
Taxi	1953	77	NR	000100
Taxi	1996	112	NR	000100
Taxi	1998	86	NR	101000
Taxi 2	2000	88	NR	101000
Taxi 3	2003	87	NR	101000
Taxi Driver	1976	110	NR	000100
Taxi Girls	1980	82	NR	000000
Taxi Service	1996	12	NR	000000
Taxi Tangle	1931	10	NR	001000
Taxi for Two	1932	20	NR	001000
Taxi nach Kairo	1987	90	NR	001000
Taxi para tres	2001	90	NR	101100
Taxi to L.A.	1997	78	NR	000101
Taxi zum Klo	1981	98	NR	001000
Taxi!	1932	69	NR	000101
Taxi, Roulotte et Corrida	1958	86	NR	001000
Taxi, un encuentro	2001	90	NR	000100
Taxi-Turvy	1954	6	NR	011000
Taxidi sta Kithira	1984	120	NR	000100
Taxidi, To	1962	92	NR	000100
Taxman, The	1999	104	R	101000
Taylor Made	1989	82	NR	000000
Taylor's Return	1997	92	NR	000100
Tayna chyornykh drozdov	1983	97	NR	000000
Tayna tretey planety	1981	48	NR	010000
Tayna zheleznoy dveri	1970	69	NR	000000
Tayny madam Vong	1986	91	NR	100000
Taza, Son of Cochise	1954	79	NR	100101
Tchao pantin	1983	100	NR	000100
Tcherike-ye Tara	1979	110	NR	000000
Tchou-tchou	1972	14	NR	000000
Te Gek Om Los te Lopen	1981	94	NR	001100
Te Rua	1991	96	NR	000000
Te amo (made in Chile)	2001	102	NR	000100
Te deum	1972	99	NR	001000
Te doy mis ojos	2003	107	NR	000101
Te quiero	2001	85	NR	000100
Te rompo el rating	1981	79	NR	001000
Te'alat Blaumilch	1970	89	NR	001000
Tea and Sympathy	1956	122	NR	000100
Tea for Two	1950	98	NR	000000
Tea for Two Hundred	1948	6	NR	011000
Tea with Grandma	2001	22	NR	001100
Tea with Mussolini	1999	117	PG	001100
Tea with Tiffany	2003	6	NR	000000
Teach	2001	34	NR	000000
Teach Me	1998	90	R	000000
Teach Me Tonight	1997	92	NR	000000
Teacher's Pet	1930	20	NR	001000
Teacher's Pet	1958	120	NR	001001
Teacher's Pet	2004	74	PG	011000
Teacher, The	1974	98	NR	000100
Teachers	1984	106	NR	001100
Teaching Mrs. Tingle	1999	96	PG-13	001000
Teahouse of the August Moon, The	1956	123	NR	001000
Team America: World Police	2004	98	R	101000
Team-Mates	1978	84	NR	001000
Tear Gas Squad	1940	55	NR	000100
Tears	1998	15	NR	000100
Tears Are Not Enough	1985	84	NR	000010
Tears of Kali	2004	110	NR	000000
Tears of a Lotus	1998	10	NR	000000
Tears of the Sun	2003	121	R	100100
Tease for Two	1965	6	NR	011000
Teaserama	1955	69	NR	000000
Teatertosset	1944	96	NR	000000
Teatro di guerra	1998	113	NR	000100
Technical Writer, The	2003	96	NR	000100
Technological Threat	1988	7	NR	011000
Techo de cristal, El	1971	92	NR	000000
Techo del mundo, El	1995	85	NR	000100
Teckman Mystery, The	1954	90	NR	000000
Tecnica di un omicidio	1966	95	NR	000100
Tectonic Plates	1992	106	NR	000000
Ted	1998	85	NR	001000
Ted Bundy	2002	99	R	000100
Ted and Venus	1991	100	NR	001100
Teddy Bears' Christmas	1993	30	NR	010000
Teddy Bears' Picnic	2002	80	R	001000
Teddy at the Throttle	1917	18	NR	001000
Teddy boy agapi mou	1965	80	NR	001001
Teddy the Rough Rider	1940	19	NR	000100
Tee for Two	1945	7	NR	011000
Teekond nirvaanasse	2000	13	NR	010000
Teen Kanya	1961	173	NR	001100
Teen Lust	1979	89	NR	001000
Teen Sorcery	1999	90	PG	001000
Teen Witch	1989	90	NR	001000
Teen Wolf	1985	91	NR	001000
Teen Wolf Too	1987	95	NR	001000
Teen-Age Crime Wave	1955	77	NR	000100
Teen-Age Strangler	1968	61	NR	000100
TeenAlien	1978	88	NR	000000
Teenage Bonnie and Klepto Clyde	1993	90	NR	000100
Teenage Catgirls in Heat	1997	84	NR	001000
Teenage Cave Man	1958	65	NR	000000
Teenage Devil Dolls	1955	61	NR	000100
Teenage Doll	1957	71	NR	000101
Teenage Father	1978	25	NR	000000
Teenage Gang Debs	1966	75	NR	000000
Teenage Millionaire, The	1961	84	NR	001000
Teenage Monster	1958	65	NR	000000
Teenage Mother	1967	78	NR	000100
Teenage Mutant Ninja Turtles	1990	93	NR	100000
Teenage Mutant Ninja Turtles II: The Secret of the Ooze	1991	88	NR	100000
Teenage Mutant Ninja Turtles III	1993	96	NR	110000
Teenage Rebel	1956	90	NR	000100
Teenage Space Vampires	1998	90	PG	100000
Teenage Thunder	1957	78	NR	000100
Teenage Tupelo	1995	83	NR	001100
Teenage Twins	1976	67	NR	000000
Teenage Zombies	1959	73	NR	000000
Teenagers from Outer Space	1959	86	NR	000000
Teenagers on Trial	1955	19	NR	000010
Teesh and Trude	2002	93	NR	000100
Teesra Kaun?	1994	160	NR	000100
Teesri Kasam	1966	159	NR	000100
Teesri Manzil	1966	172	NR	001001
Teeth	1996	26	NR	101000
Tehran 7:00 a.m.	2003	85	NR	000100
Tehzeeb	2003	143	NR	000100
Teito monogatari	1988	135	NR	000000
Tejing xinrenlei	1999	113	R	101000
Tejing xinrenlei 2	2000	120	R	100000
Teken van het beest, Het	1980	98	NR	000000
Tekken	1990	128	NR	000100
Teknolust	2002	85	R	000101
Telefantasy	1978	85	NR	000000
Telefon	1977	102	NR	100000
Telefoni bianchi	1976	120	NR	001000
Telefteo psemma, To	1957	104	NR	000100
Telegrafisten	1993	102	NR	000100
Telegram	2001	82	NR	000100
Telegraph Trail, The	1933	60	NR	000000
Telephone	2002	19	NR	000000
Telephone, The	1988	96	NR	001100
Telets	2001	94	NR	000100
Tell England	1931	80	NR	000000
Tell It to the Judge	1949	87	NR	001000
Tell It to the Marines	1926	103	NR	001100
Tell Me If It Hurts	1934	20	NR	000000
Tell Me Lies	1968	118	NR	000100
Tell Me That You Love Me	1983	91	NR	001100
Tell Me That You Love Me, Junie Moon	1970	113	NR	001101
Tell No Tales	1939	69	NR	000100
Tell Them Johnny Wadd Is Here	1975	74	NR	000000
Tell Them Who You Are	2004	95	R	000010
Tell Them Willie Boy Is Here	1969	98	NR	000100
Tell the Truth and Run: George Seldes and the American Press	1996	90	NR	000010
Tell-Tale Heart, The	1941	20	NR	000000
Tell-Tale Heart, The	1960	78	NR	000000
Telling Lies	2001	6	NR	011100
Telling Lies in America	1997	101	NR	000100
Telling Nicholas	2002	85	NR	000100
Telling You	1998	94	R	001101
Telmisseomding	1999	118	R	000000
Telo y la tele, El	1985	108	NR	001000
Telos epochis	1994	98	NR	000100
Tema	1979	153	NR	000101
Tembelides tis eforis kiladas, I	1978	118	NR	001100
Temni angeli usode	1999	96	NR	000000
Temp, The	1993	99	NR	000100
Tempe Tip	2002	93	NR	000000
Tempest	1982	136	NR	001100
Tempest, The	1908	12	NR	000100
Tempest, The	1979	95	NR	000100
Tempest, The	1992	26	NR	011100
Tempesta, La	1958	120	NR	000000
Tempi duri per i vampiri	1959	85	NR	001000
Tempi nostri	1954	134	NR	001000
Templer, Der	2002	23	NR	100100
Tempo	2002	4	NR	000100
Tempo	2003	85	R	000001
Tempo degli assassini, Il	1975	102	NR	100100
Tempo dell'amore, Il	1999	108	NR	000101
Tempo di Charleston - Chicago 1929	1969	85	NR	000100
Tempo di massacro	1966	93	NR	000000
Tempo di uccidere	1990	110	NR	000100
Temporada de patos	2004	90	NR	001000
Temporale Rosy	1980	118	NR	101101
Temporary Girl	1998	90	NR	001100
Temporary Widow, The	1930	84	NR	001000
Temps	1999	93	NR	000000
Temps d'une chasse, Le	1972	98	NR	000000
Temps de vivre, Le	1969	100	NR	000100
Temps des bouffons, Le	1985	15	NR	000000
Temps des loups, Le	1969	105	NR	000100
Temps du loup, Le	2003	114	R	000100
Temps qui changent, Les	2004	90	NR	000101
Temptation	1946	98	NR	000100
Temptations	1976	80	NR	000000
Tempted	2001	97	R	000000
Temptress	1994	93	NR	000000
Temptress, The	1926	106	NR	000101
Tempus fugit	2001	13	NR	000000
Ten	2002	94	NR	000110
Ten	2004	3	NR	001000
Ten Cents a Dance	1931	75	NR	000100
Ten Commandments Number 10: Thou Shalt Not Covet Thy Neighbour's Wife, The	1996	10	NR	011000
Ten Commandments Number 3: Remember to Keep Holy the Sabbath Day, The	1995	6	NR	011000
Ten Commandments Number 6: Thou Shalt Not Commit Adultery, The	1994	5	NR	011000
Ten Commandments Number 7: Thou Shalt Not Steal, The	1994	5	NR	011000
Ten Commandments Number 9: Thou Shalt Not Covet Thy Neighbour's Goods, The	1995	5	NR	011000
Ten Commandments, The	1923	146	NR	000100
Ten Commandments, The	1956	220	NR	000100
Ten Days to Tulara	1958	77	NR	100000
Ten Gentlemen from West Point	1942	102	NR	000100
Ten Little Indians	1965	91	NR	000000
Ten Little Indians	1989	98	NR	000000
Ten Little Maidens	1985	88	NR	000000
Ten Minutes Older: The Cello	2002	146	NR	000101
Ten Minutes Older: The Trumpet	2002	92	NR	000100
Ten North Frederick	1958	102	NR	000101
Ten Second Film	1965	1	NR	000000
Ten Seconds to Hell	1959	93	NR	000100
Ten Tall Men	1951	97	NR	101100
Ten Thousand Bedrooms	1957	114	NR	001001
Ten Tiny Love Stories	2001	96	R	000100
Ten Wanted Men	1955	80	NR	000000
Ten Who Dared	1960	92	NR	000000
Ten to Chi to	1990	215	NR	100100
Ten-Year Lunch, The	1987	56	NR	000010
Tenamonya yurei dochu	1967	90	NR	000000
Tenda dos Milagres	1977	132	NR	000100
Tender Comrade	1943	102	NR	000100
Tender Flesh	1998	93	NR	001000
Tender Is the Night	1962	142	NR	000100
Tender Loving Care	1974	72	NR	000000
Tender Mercies	1983	100	NR	000100
Tender Tale of Cinderella Penguin, The	1981	10	NR	011000
Tender Trap, The	1955	111	NR	001000
Tender Years, The	1948	81	NR	000100
Tenderfoot, The	1932	70	NR	001000
Tendre Dracula	1974	98	NR	000000
Tendre ennemie, La	1936	69	NR	001000
Tendre et perverse Emanuelle	1973	75	NR	000000
Tendre poulet	1978	105	NR	101000
Tendre voyou	1966	94	NR	001000
Tendrement vache	1979	94	NR	001000
Tendres cousines	1980	92	NR	000101
Tenebre	1982	91	NR	000000
Tenement	1985	94	NR	000000
Tenente dei carabinieri, Il	1986	108	NR	001000
Tengo una casa	1996	85	NR	001000
Tengoku	2003	15	NR	100100
Tengoku kara kita otoko-tachi	2000	114	NR	000000
Tengoku no honya - koibi	2004	111	NR	000101
Tengoku to jigoku	1963	142	NR	000100
Tennessee Champ	1954	73	NR	000100
Tennessee Johnson	1942	103	NR	000100
Tennessee Nights	1989	95	NR	000100
Tennessee's Partner	1955	87	NR	000000
Tennis Chumps	1949	7	NR	011000
Tennis Racquet	1949	7	NR	011000
Tennis Technique	1932	8	NR	000000
Tenrankai no e	1966	50	NR	010000
Tenshi no harawata: Akai inga	1981	67	NR	000100
Tenshi no harawata: Akai memai	1988	74	NR	000000
Tenshi no harawata: Nami	1979	98	NR	000000
Tenshi no rakuen	2000	61	NR	000100
Tenshi no tamago	1985	71	NR	010100
Tension	1950	95	NR	000100
Tension at Table Rock	1956	93	NR	000100
Tentacoli	1977	102	NR	000000
Tentation d'Isabelle, La	1985	86	NR	000101
Tentazioni proibite	1965	88	NR	000010
Tenth Avenue Angel	1948	74	NR	000100
Teodora, imperatrice di Bisanzio	1954	88	NR	000101
Teorema	1968	97	NR	000100
Teoriya zapoya	2003	70	NR	001000
Tepepa	1968	96	NR	000000
Teppich des Grauens, Der	1962	85	NR	000100
Tequila Body Shots	1999	97	R	001000
Tequila Sunrise	1988	115	NR	100101
Terca vida	2000	98	NR	001100
Terceira Margem do Rio, A	1994	98	NR	000100
Tercera palabra, La	1956	110	NR	001001
Tercero B	2002	19	NR	000000
Tere Ghar Ke Samne	1963	149	NR	001001
Tere Mere Sapne	1971	175	NR	000100
Tere Naam	2003	132	NR	000001
Terence Davies Trilogy, The	1984	94	NR	000100
Teresa	1951	102	NR	000100
Teresa	1961	90	NR	000100
Teresa	1987	98	NR	000000
Teresa's Tattoo	1994	88	NR	001000
Terje Vigen	1917	56	NR	000100
Term of Trial	1962	130	NR	000100
Terminal Bar	2003	23	NR	000010
Terminal Bliss	1992	93	NR	000100
Terminal Choice	1985	93	NR	000000
Terminal City Ricochet	1990	107	NR	000000
Terminal Entry	1986	98	NR	100000
Terminal Error	2002	120	PG-13	000000
Terminal Exposure	1987	105	NR	000000
Terminal Island	1973	88	NR	100100
Terminal Justice	1998	94	NR	100000
Terminal Man, The	1974	107	NR	000000
Terminal Rush	1995	94	R	100000
Terminal USA	1993	54	NR	000000
Terminal Velocity	1994	97	NR	100000
Terminal, The	2004	128	PG-13	001101
Termination Man	2000	92	R	100100
Terminator 2: Judgment Day	1991	154	R	100100
Terminator 3: Rise of the Machines	2003	109	R	100000
Terminator Woman	1993	105	R	100000
Terminator, The	1984	108	NR	100101
Termini Station	1989	108	NR	000100
Terminus	1961	33	NR	000010
Terminus	1987	81	NR	000000
Terminus paradis	1998	99	NR	000100
Termites From Mars	1952	6	NR	011000
Terms of Endearment	1983	132	NR	001101
Terms, The	2000	11	NR	001000
Ternitz, Tennessee	2000	80	NR	001101
Terra	2003	7	NR	010100
Terra Estrangeira	1996	110	NR	100101
Terra Nova	1998	85	NR	000000
Terra bruciata	1999	100	NR	000100
Terra em Transe	1967	106	NR	000100
Terra incognita	2002	120	NR	001100
Terra para Rose	1987	84	NR	000010
Terra trema: Episodio del mare, La	1948	160	NR	000100
Terrain vague	1960	103	NR	000100
Terrarium	2003	81	NR	000000
Terraza, La	1963	90	NR	000100
Terrazza, La	1980	124	NR	000100
Terre vue du ciel, La	2004	67	NR	000010
Terrible Beauty, A	1960	90	NR	100101
Terrible Teddy, the Grizzly King	1901	1	NR	001000
Terrible Truth, The	1951	10	NR	000100
Terrible toreador, El	1929	6	NR	011000
Terriens, Les	2000	84	NR	000010
Terrier-Stricken	1952	7	NR	011000
Terrified	1962	85	NR	000000
Terrified	1996	95	R	000100
Territorio Comanche	1997	90	NR	000100
Territory, The	1981	100	NR	000100
Terror	1977	102	NR	000000
Terror Aboard	1933	69	NR	000000
Terror Firmer	1999	98	R	001000
Terror House	1972	78	NR	001000
Terror Is a Man	1959	89	NR	000000
Terror Night	1987	84	NR	000000
Terror Squad	1987	92	NR	100000
Terror Tract	2000	96	R	001000
Terror Trail	1946	57	NR	000000
Terror Train	1980	97	NR	000000
Terror Within, The	1989	90	NR	000000
Terror at Tenkiller	1986	87	NR	000000
Terror by Night	1946	60	NR	000000
Terror from the Year 5000	1958	66	NR	000000
Terror in Paradise	1990	93	NR	100000
Terror in a Texas Town	1958	81	NR	000000
Terror in the Aisles	1984	84	NR	000010
Terror in the Hot Tubs	1992	12	NR	001000
Terror in the Jungle	1968	84	NR	000000
Terror in the Swamp	1985	87	NR	000000
Terror in the Wax Museum	1973	93	NR	000000
Terror of Tiny Town, The	1938	62	NR	001000
Terror of the Bloodhunters	1962	72	NR	000000
Terror of the Tongs, The	1961	80	NR	000000
Terror on Alcatraz	1986	90	NR	000100
Terror on Tape	1983	90	NR	000010
Terror on Tour	1980	90	NR	000000
Terror on the Midway	1942	8	NR	010000
Terror y encajes negros	1985	90	NR	000000
Terror! Il castello delle donne maledette	1974	90	NR	000000
Terror, The	1938	70	NR	000000
Terror, The	1963	81	NR	000000
TerrorVision	1986	83	NR	001000
Terrorama!	2001	103	NR	001100
Terrore dei barbari, Il	1959	86	NR	000000
Terrore dei mari, Il	1961	81	NR	000000
Terrore nello spazio	1965	88	NR	000000
Terrorgram	1988	88	NR	000000
Terrorist	1995	108	NR	100000
Terrorist, The	1999	95	NR	000100
Terroristen!, Die	1992	90	NR	000100
Terrorists	2004	72	NR	001000
Terrornauts, The	1967	75	NR	000000
Terry Tate, Office Linebacker	2002	5	NR	001000
Terug naar Oegstgeest	1987	95	NR	000000
Terza luna, La	1997	85	NR	000000
Terzo occhio, Il	1966	98	NR	000000
Teseo contro il minotauro	1961	92	NR	000000
Tesis	1996	118	R	000100
Tesna koza	1982	92	NR	001000
Tesna koza 2	1987	87	NR	001000
Tesna koza 3	1988	95	NR	001000
Tesna koza 4	1991	90	NR	001000
